step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
56,CASH_OUT,42789.93,C1799683256,42789.93,0.0,C2124012245,0.0,42789.93,1,0
720,TRANSFER,40075.02,C1996558397,40075.02,0.0,C2122089181,0.0,0.0,1,0
66,TRANSFER,126715.84,C147756271,126715.84,0.0,C650234869,0.0,0.0,1,0
526,CASH_OUT,606920.11,C998785780,606920.11,0.0,C2120671448,1.660663644E7,1.721355655E7,1,0
376,CASH_OUT,248123.95,C1876256795,248123.95,0.0,C2126149850,614200.3,862324.25,1,0
108,CASH_OUT,99808.45,C1266810248,99808.45,0.0,C467980258,47744.92,147553.37,1,0
249,TRANSFER,358440.67,C1621453124,358440.67,0.0,C1530549308,0.0,0.0,1,0
70,CASH_OUT,1036789.41,C32861099,1036789.41,0.0,C1594778194,523315.63,1560105.04,1,0
406,TRANSFER,126192.63,C1857315349,126192.63,0.0,C1301744071,0.0,0.0,1,0
105,CASH_OUT,40413.81,C209849944,40413.81,0.0,C580913459,0.0,40413.81,1,0
490,TRANSFER,3641525.7,C2071106864,3641525.7,0.0,C548881736,0.0,0.0,1,0
275,TRANSFER,1436.38,C1462369015,1436.38,0.0,C204541509,0.0,0.0,1,0
528,TRANSFER,2173367.35,C927887851,2173367.35,0.0,C1921605128,0.0,0.0,1,0
730,CASH_OUT,1665334.68,C1772832096,1665334.68,0.0,C703136937,398538.39,2063873.07,1,0
238,TRANSFER,134313.22,C781397101,134313.22,0.0,C273071988,0.0,0.0,1,0
69,CASH_OUT,353313.55,C1330110958,353313.55,0.0,C857281092,2808260.05,3161573.6,1,0
320,TRANSFER,34099.1,C319281201,34099.1,0.0,C2021539165,0.0,0.0,1,0
194,TRANSFER,452294.74,C927935901,452294.74,0.0,C1992560151,0.0,0.0,1,0
406,TRANSFER,1.0E7,C413407419,1.242607689E7,2426076.89,C2065262017,0.0,0.0,1,0
664,TRANSFER,639991.03,C1557521706,639991.03,0.0,C359361897,0.0,0.0,1,0
362,CASH_OUT,1936403.59,C796529058,1936403.59,0.0,C338861738,1.070989051E7,1.26462941E7,1,0
64,CASH_OUT,436317.49,C1101896788,436317.49,0.0,C641861955,195948.3,632265.79,1,0
569,TRANSFER,176626.77,C1445328479,176626.77,0.0,C1305022941,0.0,0.0,1,0
660,TRANSFER,6749.18,C1815959102,6749.18,0.0,C2020586953,0.0,0.0,1,0
162,CASH_OUT,5820137.62,C13539331,5820137.62,0.0,C345070872,95384.38,5915522.0,1,0
165,CASH_OUT,798007.45,C1972873881,798007.45,0.0,C202442750,156472.57,954480.02,1,0
651,TRANSFER,9996886.64,C429282035,9996886.64,0.0,C1318460385,0.0,0.0,1,0
320,TRANSFER,148305.3,C792987085,148305.3,0.0,C1731551447,0.0,0.0,1,0
336,TRANSFER,38115.0,C196135268,38115.0,0.0,C1809264943,0.0,0.0,1,0
416,TRANSFER,79076.14,C1720013416,79076.14,0.0,C431840204,0.0,0.0,1,0
18,TRANSFER,307739.18,C1066119351,307739.18,0.0,C702410034,0.0,0.0,1,0
131,CASH_OUT,7476725.66,C262815390,7476725.66,0.0,C450403816,99749.6,7576475.27,1,0
483,TRANSFER,3488355.65,C1713336918,3488355.65,0.0,C1279746199,0.0,0.0,1,0
221,CASH_OUT,1123561.68,C1033117475,1123561.68,0.0,C538661860,0.0,1123561.68,1,0
461,CASH_OUT,1464614.79,C1138281794,1464614.79,0.0,C1873232780,0.0,1464614.79,1,0
285,TRANSFER,106654.67,C836610580,106654.67,0.0,C219723061,0.0,0.0,1,0
263,CASH_OUT,273408.94,C243815922,273408.94,0.0,C227208955,0.0,273408.94,1,0
179,CASH_OUT,445705.76,C1911704726,445705.76,0.0,C960848277,0.0,445705.76,1,0
487,TRANSFER,1610110.66,C56372848,1610110.66,0.0,C583505603,0.0,0.0,1,0
581,CASH_OUT,414153.16,C1882912047,414153.16,0.0,C845050993,379431.75,793584.91,1,0
640,CASH_OUT,1266752.6,C1349492818,1266752.6,0.0,C831536312,0.0,1266752.6,1,0
603,CASH_OUT,2319926.01,C1629072698,2319926.01,0.0,C1470265305,843706.68,3163632.69,1,0
450,TRANSFER,133057.11,C1343500180,133057.11,0.0,C284636751,0.0,0.0,1,0
582,TRANSFER,781988.85,C646587946,781988.85,0.0,C1426895610,0.0,0.0,1,0
162,TRANSFER,5820137.62,C1906595632,5820137.62,0.0,C963512696,0.0,0.0,1,0
135,TRANSFER,60646.82,C16325193,60646.82,0.0,C1142308678,0.0,0.0,1,0
608,TRANSFER,277048.48,C190615987,277048.48,0.0,C1904194298,0.0,0.0,1,0
18,TRANSFER,295664.18,C1726326177,295664.18,0.0,C1540448785,0.0,0.0,1,0
76,CASH_OUT,2066446.27,C725597637,2066446.27,0.0,C157857444,423086.94,2489533.21,1,0
572,CASH_OUT,2000718.2,C1426906570,2000718.2,0.0,C154319946,1.098445139E7,1.298516959E7,1,0
502,TRANSFER,1673066.07,C1619207700,1673066.07,0.0,C1332058815,0.0,0.0,1,0
687,CASH_OUT,398157.05,C1880789333,398157.05,0.0,C1819185781,703136.65,1101293.69,1,0
522,CASH_OUT,1752606.15,C1351380996,1752606.15,0.0,C1325425132,0.0,1752606.15,1,0
12,CASH_OUT,8677.0,C343345083,8677.0,0.0,C200064275,225127.62,233804.62,1,0
208,TRANSFER,23031.26,C1022427332,23031.26,0.0,C1199824577,0.0,0.0,1,0
592,CASH_OUT,157272.13,C1023266164,157272.13,0.0,C1938541482,957665.04,1114937.17,1,0
211,CASH_OUT,405062.33,C418222166,405062.33,0.0,C690195469,1844185.94,2249248.27,1,0
125,CASH_OUT,621569.61,C2048762719,621569.61,0.0,C177739457,270256.82,891826.43,1,0
610,TRANSFER,633459.44,C1624078570,633459.44,0.0,C1413803153,0.0,0.0,1,0
515,CASH_OUT,124465.49,C293831245,124465.49,0.0,C100500839,0.0,124465.49,1,0
317,CASH_OUT,7535.58,C2046264393,7535.58,0.0,C592516907,44609.54,52145.11,1,0
15,CASH_OUT,248056.41,C1055229266,248056.41,0.0,C1689170857,0.0,201427.47,1,0
567,CASH_OUT,175203.45,C1731825076,175203.45,0.0,C1046160944,2735776.45,2910979.9,1,0
265,TRANSFER,127916.67,C1684685440,127916.67,0.0,C98246115,0.0,0.0,1,0
399,CASH_OUT,1082200.06,C736248524,1082200.06,0.0,C1386066751,0.0,1082200.06,1,0
144,CASH_OUT,343999.8,C1079154167,343999.8,0.0,C385675312,33423.37,377423.17,1,0
410,CASH_OUT,124202.04,C18416258,124202.04,0.0,C1547230458,4212193.08,4336395.13,1,0
45,TRANSFER,4919642.57,C1457431353,4919642.57,0.0,C203170379,0.0,0.0,1,0
658,CASH_OUT,8730600.58,C1590395791,8730600.58,0.0,C1505080875,256439.26,8987039.84,1,0
294,CASH_OUT,21819.57,C1512307432,21819.57,0.0,C1826640118,333325.9,355145.48,1,0
560,CASH_OUT,357882.83,C151669603,357882.83,0.0,C1152228208,901329.73,1259212.55,1,0
482,CASH_OUT,132438.82,C561223504,132438.82,0.0,C212208463,0.0,132438.82,1,0
161,CASH_OUT,8720558.46,C34841317,8720558.46,0.0,C1571144443,529852.78,9250411.25,1,0
312,TRANSFER,1.0E7,C1562962865,1.658042781E7,6580427.81,C964933148,0.0,0.0,1,0
13,CASH_OUT,2686564.04,C901331326,2686564.04,0.0,C1662761228,438199.37,3124763.41,1,0
506,CASH_OUT,1.0E7,C1180822515,1.0E7,0.0,C758711155,1920358.24,1.192035824E7,1,0
403,TRANSFER,6392.08,C929088608,6392.08,0.0,C1035703133,0.0,0.0,1,0
614,CASH_OUT,281087.01,C1178698517,281087.01,0.0,C943844631,92828.21,373915.22,1,0
425,TRANSFER,287720.41,C1664641098,287720.41,0.0,C1630931168,0.0,0.0,1,0
237,TRANSFER,3924102.18,C344359156,3924102.18,0.0,C1708707330,0.0,0.0,1,0
588,CASH_OUT,187128.57,C1552716986,187128.57,0.0,C562686021,846965.44,1034094.01,1,0
515,TRANSFER,290211.26,C276602564,290211.26,0.0,C58143708,0.0,0.0,1,0
78,CASH_OUT,2254934.36,C706933703,2254934.36,0.0,C273430415,364128.61,2619062.97,1,0
433,CASH_OUT,673722.73,C330958414,673722.73,0.0,C1015835310,0.0,673722.73,1,0
464,TRANSFER,125464.42,C132433393,125464.42,0.0,C254097050,0.0,0.0,1,0
262,TRANSFER,1589763.63,C2075471030,1589763.63,0.0,C2138615216,0.0,0.0,1,0
512,CASH_OUT,8991625.83,C549493431,8991625.83,0.0,C1727929401,2195033.03,1.118665886E7,1,0
348,TRANSFER,142715.07,C2128296951,142715.07,0.0,C1202616415,0.0,0.0,1,0
592,TRANSFER,458361.83,C2050469537,458361.83,0.0,C2018291358,0.0,0.0,1,0
317,CASH_OUT,5741.05,C577110078,5741.05,0.0,C661765724,1657816.03,1663557.07,1,0
38,CASH_OUT,3372.0,C2002603307,3372.0,0.0,C1685866985,456659.44,460031.44,1,0
340,CASH_OUT,4896179.38,C1971684490,4896179.38,0.0,C497024597,462959.29,5359138.67,1,0
351,TRANSFER,63.8,C1293504491,63.8,0.0,C1368130863,0.0,0.0,1,0
325,TRANSFER,269187.87,C1859628307,269187.87,0.0,C638336367,0.0,0.0,1,0
351,CASH_OUT,178344.25,C1516888196,178344.25,0.0,C1751785530,258287.9,436632.15,1,0
651,CASH_OUT,2935952.76,C1884318665,2935952.76,0.0,C687662145,113270.41,3049223.17,1,0
84,CASH_OUT,1.0E7,C824646662,1.0E7,0.0,C1917849910,0.0,1.0E7,1,0
408,CASH_OUT,2567602.1,C1656748822,2567602.1,0.0,C1457063167,0.0,2567602.1,1,0
74,TRANSFER,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,1,0
586,CASH_OUT,245991.5,C1152264725,245991.5,0.0,C552488033,54630.66,300622.16,1,0
490,CASH_OUT,1048388.34,C1366299519,1048388.34,0.0,C1848657199,0.0,1048388.34,1,0
39,CASH_OUT,7937954.2,C1581001485,7937954.2,0.0,C2012612648,2716480.56,1.065443476E7,1,0
459,CASH_OUT,277611.08,C2028451849,277611.08,0.0,C677754789,1588077.25,1865688.33,1,0
594,CASH_OUT,1592602.27,C1309793082,1592602.27,0.0,C1658727792,561920.93,2154523.2,1,0
499,CASH_OUT,488243.65,C1968880739,488243.65,0.0,C897542866,0.0,488243.65,1,0
131,CASH_OUT,511259.05,C1766811336,511259.05,0.0,C1948838736,2120181.23,2789221.38,1,0
402,TRANSFER,1301410.68,C939933921,1301410.68,0.0,C1813636275,0.0,0.0,1,0
369,CASH_OUT,89596.79,C53932340,89596.79,0.0,C987355544,0.0,89596.79,1,0
237,TRANSFER,106681.18,C1867725412,106681.18,0.0,C1721123113,0.0,0.0,1,0
631,TRANSFER,3120690.98,C681359586,3120690.98,0.0,C536531552,0.0,0.0,1,0
580,TRANSFER,835770.84,C561189362,835770.84,0.0,C1608195896,0.0,0.0,1,0
32,CASH_OUT,401575.19,C1684571589,401575.19,0.0,C1619036760,0.0,401575.19,1,0
340,CASH_OUT,92145.4,C987947557,92145.4,0.0,C1630824313,388798.48,480943.88,1,0
19,TRANSFER,3477438.49,C767243506,3477438.49,0.0,C1532877354,0.0,0.0,1,0
645,CASH_OUT,1576874.04,C1029506944,1576874.04,0.0,C1873712086,0.0,1576874.04,1,0
578,TRANSFER,978103.4,C398973610,978103.4,0.0,C1419555033,0.0,0.0,1,0
373,CASH_OUT,82750.0,C342734200,82750.0,0.0,C314896314,0.0,82750.0,1,0
737,CASH_OUT,167606.49,C696026207,167606.49,0.0,C1386785907,2315864.75,2483471.24,1,0
91,TRANSFER,482679.6,C822183230,482679.6,0.0,C1393101702,0.0,0.0,1,0
597,CASH_OUT,1015051.7,C1574416258,1015051.7,0.0,C1664584911,267402.3,1282454.0,1,0
15,TRANSFER,128473.62,C1012580160,128473.62,0.0,C540657255,0.0,0.0,1,0
55,CASH_OUT,167715.53,C710580864,167715.53,0.0,C349231889,492360.21,660075.73,1,0
734,CASH_OUT,2079746.13,C1063299871,2079746.13,0.0,C884992368,0.0,2079746.13,1,0
646,CASH_OUT,1.0E7,C51318897,1.0E7,0.0,C259016801,0.0,1.0E7,1,0
501,CASH_OUT,1.0E7,C47972411,1.0E7,0.0,C2059078386,1.165658757E7,2.165658757E7,1,0
108,TRANSFER,99808.45,C1704281751,99808.45,0.0,C587386073,0.0,0.0,1,0
120,TRANSFER,377919.58,C1265971736,377919.58,0.0,C806590394,0.0,0.0,1,0
398,TRANSFER,3580542.06,C1112407295,3580542.06,0.0,C513573961,0.0,0.0,1,0
84,TRANSFER,2627070.5,C98299573,2627070.5,0.0,C323116662,0.0,0.0,1,0
464,CASH_OUT,1506795.1,C1504023425,1506795.1,0.0,C538717920,39851.76,1546646.86,1,0
294,CASH_OUT,70173.64,C814413517,70173.64,0.0,C1964653709,75612.15,145785.79,1,0
572,CASH_OUT,210952.24,C1444150891,210952.24,0.0,C468200037,21234.55,232186.8,1,0
262,CASH_OUT,201281.36,C91830551,201281.36,0.0,C1577387180,1337.64,202619.0,1,0
492,CASH_OUT,162192.78,C1133500128,162192.78,0.0,C1665056886,0.0,162192.78,1,0
15,TRANSFER,696763.08,C968403759,696763.08,0.0,C1524019269,0.0,69861.26,1,0
207,TRANSFER,38427.47,C433911450,38427.47,0.0,C2145994547,0.0,0.0,1,0
439,CASH_OUT,306419.73,C1806758197,306419.73,0.0,C1577735864,314156.56,620576.28,1,0
631,TRANSFER,1.0E7,C2018514833,1.312069098E7,3120690.98,C784234900,0.0,0.0,1,0
98,CASH_OUT,2394623.8,C1374141932,2394623.8,0.0,C2044636303,4678162.27,7072786.07,1,0
286,CASH_OUT,2674794.22,C372999326,2674794.22,0.0,C2116300479,1380829.87,4055624.09,1,0
717,CASH_OUT,751854.42,C1391223821,751854.42,0.0,C450487671,11716.66,763571.08,1,0
543,CASH_OUT,2558618.27,C2020129633,2558618.27,0.0,C1104272087,1.36264153E7,1.618503357E7,1,0
497,CASH_OUT,1416055.74,C2115602581,1416055.74,0.0,C1565972600,4392650.62,5808706.35,1,0
177,TRANSFER,452804.42,C1206970364,452804.42,0.0,C218347710,0.0,0.0,1,0
279,CASH_OUT,1.0E7,C517014062,1.0E7,0.0,C473496930,540392.1,1.05403921E7,1,0
670,CASH_OUT,1938347.14,C106058139,1938347.14,0.0,C1218665261,294911.92,2233259.06,1,0
260,TRANSFER,1.0E7,C1799904347,1.017559764E7,175597.64,C1817199105,0.0,0.0,1,0
65,CASH_OUT,881811.11,C157136573,881811.11,0.0,C882992570,141736.75,1023547.85,1,0
474,CASH_OUT,87167.88,C817565031,87167.88,0.0,C2032615769,421005.27,508173.15,1,0
26,CASH_OUT,1027152.36,C1016323653,1027152.36,0.0,C409414944,519428.56,1546580.92,1,0
461,CASH_OUT,1028284.82,C2004363483,1028284.82,0.0,C165602524,0.0,1028284.82,1,0
727,CASH_OUT,276298.49,C238489119,276298.49,0.0,C2127664545,598892.69,875191.19,1,0
364,TRANSFER,34162.97,C328021152,34162.97,0.0,C1931140794,0.0,0.0,1,0
426,TRANSFER,99804.21,C1507425554,99804.21,0.0,C1679076725,0.0,0.0,1,0
118,TRANSFER,3794763.63,C1987271305,3794763.63,0.0,C1225791278,0.0,0.0,1,0
714,CASH_OUT,390763.24,C1246584069,390763.24,0.0,C592943127,1422500.77,1813264.01,1,0
318,CASH_OUT,688473.32,C1476270190,688473.32,0.0,C83742367,47171.96,735645.29,1,0
537,CASH_OUT,127447.68,C987837660,127447.68,0.0,C2119771429,1274456.97,1401904.65,1,0
507,CASH_OUT,1.0E7,C531780975,1.0E7,0.0,C19233081,123242.63,1.012324263E7,1,0
675,TRANSFER,950766.15,C1599964062,950766.15,0.0,C1375613207,0.0,0.0,1,0
55,TRANSFER,309254.05,C1323797959,309254.05,0.0,C986375360,0.0,0.0,1,0
59,CASH_OUT,3904257.51,C280132554,3904257.51,0.0,C858291954,0.0,3904257.51,1,0
384,TRANSFER,2374412.42,C958603903,2374412.42,0.0,C68780715,0.0,0.0,1,0
52,CASH_OUT,7484125.12,C99129129,7484125.12,0.0,C1179262893,62896.23,7547021.36,1,0
651,CASH_OUT,65494.78,C1340594574,65494.78,0.0,C1088639142,422252.51,487747.29,1,0
537,CASH_OUT,2463190.9,C201662264,2463190.9,0.0,C995043220,1200145.47,3663336.38,1,0
25,CASH_OUT,781953.11,C1665079678,781953.11,0.0,C1566512642,0.0,781953.11,1,0
300,TRANSFER,176059.16,C1589553907,176059.16,0.0,C1151960519,0.0,0.0,1,0
307,TRANSFER,16734.61,C166709172,16734.61,0.0,C1054064905,0.0,0.0,1,0
635,CASH_OUT,1363674.48,C1928734777,1363674.48,0.0,C31164156,0.0,1363674.48,1,0
500,TRANSFER,21832.43,C2086908548,21832.43,0.0,C418623592,0.0,0.0,1,0
91,TRANSFER,28308.97,C531625667,28308.97,0.0,C1312031909,0.0,0.0,1,0
631,CASH_OUT,341.3,C667213533,341.3,0.0,C1882416081,135440.48,135781.78,1,0
415,TRANSFER,1675153.28,C871029924,1675153.28,0.0,C1466367171,0.0,0.0,1,0
279,CASH_OUT,1.0E7,C951363139,1.0E7,0.0,C241707602,0.0,1.0E7,1,0
514,CASH_OUT,1.0E7,C1274141620,1.0E7,0.0,C743250798,0.0,1.0E7,1,0
53,CASH_OUT,931684.75,C1888926728,931684.75,0.0,C1918631578,3608144.66,4539829.41,1,0
569,TRANSFER,2561698.04,C639357129,2561698.04,0.0,C179997962,0.0,0.0,1,0
484,TRANSFER,26654.46,C755286039,26654.46,0.0,C2094079166,0.0,0.0,1,0
730,CASH_OUT,0.0,C2088151490,0.0,0.0,C1156763710,0.0,0.0,1,0
309,CASH_OUT,222694.08,C1931470495,222694.08,0.0,C1495297398,0.0,222694.08,1,0
270,CASH_OUT,1998327.96,C1609371351,1998327.96,0.0,C617888697,400903.94,2399231.91,1,0
66,TRANSFER,2096634.43,C1735799250,2096634.43,0.0,C106378482,0.0,0.0,1,0
469,TRANSFER,4417191.86,C2061241585,4417191.86,0.0,C558432551,0.0,0.0,1,0
461,TRANSFER,873356.47,C1856023832,873356.47,0.0,C625389009,0.0,0.0,1,0
325,TRANSFER,30846.84,C913635242,30846.84,0.0,C282425253,0.0,0.0,1,0
516,TRANSFER,1.0E7,C315155195,2.262513251E7,1.262513251E7,C224104774,0.0,0.0,1,0
742,CASH_OUT,258355.42,C1113162093,258355.42,0.0,C797688696,25176.67,283532.09,1,0
40,TRANSFER,2757431.53,C1340596396,2757431.53,0.0,C487414422,0.0,0.0,1,0
370,CASH_OUT,563149.41,C1079337250,563149.41,0.0,C1882398293,65562.72,628712.13,1,0
382,CASH_OUT,565346.12,C1132334899,565346.12,0.0,C1932342438,331443.76,896789.88,1,0
173,TRANSFER,98634.75,C1042347270,98634.75,0.0,C1491818323,0.0,0.0,1,0
144,TRANSFER,325732.34,C1544110174,325732.34,0.0,C2112676621,0.0,0.0,1,0
90,CASH_OUT,249791.3,C712828337,249791.3,0.0,C1973032153,0.0,249791.3,1,0
669,TRANSFER,106290.68,C1767695983,106290.68,0.0,C742240687,0.0,0.0,1,0
84,CASH_OUT,8380.79,C342648059,8380.79,0.0,C825022387,0.0,8380.79,1,0
273,TRANSFER,4574246.75,C1947336797,4574246.75,0.0,C418157803,0.0,0.0,1,0
41,CASH_OUT,82806.2,C1327670146,82806.2,0.0,C1480756205,0.0,0.0,1,0
321,TRANSFER,59628.24,C1046546525,59628.24,0.0,C2014793230,0.0,0.0,1,0
537,TRANSFER,1504.73,C743926133,1504.73,0.0,C1763736933,0.0,0.0,1,0
293,TRANSFER,530124.99,C1969299825,530124.99,0.0,C1985038646,0.0,0.0,1,0
71,TRANSFER,345526.4,C264616990,345526.4,0.0,C1955514169,0.0,0.0,1,0
701,CASH_OUT,74581.07,C609725895,74581.07,0.0,C450042361,337536.17,412117.24,1,0
199,CASH_OUT,80885.48,C2065836466,80885.48,0.0,C582821182,756653.51,837538.99,1,0
625,TRANSFER,1.0E7,C1179529142,1.302097453E7,3020974.53,C2073831661,0.0,0.0,1,0
157,CASH_OUT,813775.73,C122285117,813775.73,0.0,C1520619561,0.0,813775.73,1,0
555,TRANSFER,1235544.92,C1695141990,1235544.92,0.0,C1558094676,0.0,0.0,1,0
404,TRANSFER,1.0E7,C2023224715,1.275475904E7,2754759.04,C1730830963,0.0,0.0,1,0
349,TRANSFER,1258706.84,C1395405060,1258706.84,0.0,C567530691,0.0,0.0,1,0
84,CASH_OUT,152331.26,C942925545,152331.26,0.0,C1633587807,676868.23,829199.49,1,0
499,CASH_OUT,116530.2,C1873019648,116530.2,0.0,C636323541,1608702.22,1725232.42,1,0
18,CASH_OUT,11481.0,C779194867,11481.0,0.0,C1475456951,761417.61,1765080.5,1,0
722,TRANSFER,21960.02,C1438426689,21960.02,0.0,C213308373,0.0,0.0,1,0
170,CASH_OUT,176700.12,C1854024553,176700.12,0.0,C1656789626,0.0,176700.12,1,0
681,CASH_OUT,807466.16,C344825727,807466.16,0.0,C997289329,103628.07,911094.22,1,0
175,CASH_OUT,87622.5,C890173337,87622.5,0.0,C1148930688,262099.92,349722.42,1,0
50,TRANSFER,967153.5,C850743663,967153.5,0.0,C1137540009,0.0,0.0,1,0
358,CASH_OUT,376059.27,C141206514,376059.27,0.0,C1457638866,0.0,376059.27,1,0
156,CASH_OUT,86848.88,C1897080488,86848.88,0.0,C605981144,489635.85,576484.72,1,0
695,CASH_OUT,7435751.59,C211065329,7435751.59,0.0,C1594525511,332673.83,7768425.42,1,0
192,CASH_OUT,306213.63,C1331582731,306213.63,0.0,C2141057389,1489690.35,1795903.98,1,0
80,CASH_OUT,972920.87,C427077444,972920.87,0.0,C1033887610,21030.1,993950.97,1,0
563,CASH_OUT,25529.76,C1146878331,25529.76,0.0,C1153941405,9798.98,35328.74,1,0
694,CASH_OUT,292815.44,C1412325787,292815.44,0.0,C1720512155,0.0,292815.44,1,0
646,CASH_OUT,1.0E7,C896022572,1.0E7,0.0,C1741236640,0.0,1.0E7,1,0
46,CASH_OUT,9977761.05,C840795008,9977761.05,0.0,C1214752539,0.0,9977761.05,1,0
589,CASH_OUT,164296.85,C337181561,164296.85,0.0,C701761965,1371866.69,1536163.54,1,0
568,TRANSFER,32521.24,C949980051,32521.24,0.0,C1466673689,0.0,0.0,1,0
363,CASH_OUT,1715635.41,C356781229,1715635.41,0.0,C159373411,0.0,1715635.41,1,0
714,CASH_OUT,221167.84,C75762686,221167.84,0.0,C711384774,180443.7,401611.54,1,0
140,TRANSFER,4400457.84,C1584907362,4400457.84,0.0,C1968032236,0.0,0.0,1,0
640,TRANSFER,87698.36,C1054999314,87698.36,0.0,C2115677481,0.0,0.0,1,0
537,CASH_OUT,81278.73,C58339720,81278.73,0.0,C1656842502,2087033.64,2168312.37,1,0
551,TRANSFER,3774777.76,C695007520,3774777.76,0.0,C2011756935,0.0,0.0,1,0
425,TRANSFER,34839.32,C1183463100,34839.32,0.0,C796115130,0.0,0.0,1,0
294,CASH_OUT,290090.57,C2076884011,290090.57,0.0,C105660024,2000395.18,2290485.75,1,0
683,CASH_OUT,34502.7,C1979899014,34502.7,0.0,C15770449,0.0,34502.7,1,0
365,CASH_OUT,4841332.26,C238987266,4841332.26,0.0,C1373089977,12806.8,4854139.07,1,0
257,CASH_OUT,211186.03,C783357937,211186.03,0.0,C2142384602,58283.43,269469.46,1,0
27,CASH_OUT,494244.61,C1544211314,494244.61,0.0,C1751768780,653451.43,1147696.03,1,0
93,CASH_OUT,38150.22,C458914580,38150.22,0.0,C1918475530,30220.14,68370.36,1,0
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
489,CASH_OUT,101081.12,C1510063116,101081.12,0.0,C772067797,1031759.71,1132840.83,1,0
224,TRANSFER,1150717.15,C578750781,1150717.15,0.0,C179427738,0.0,0.0,1,0
228,TRANSFER,355151.57,C1895390666,355151.57,0.0,C406885847,0.0,0.0,1,0
549,CASH_OUT,1571565.56,C823289261,1571565.56,0.0,C651125124,0.0,1571565.56,1,0
14,CASH_OUT,2927005.15,C2010427735,2927005.15,0.0,C1887744176,0.0,2994420.07,1,0
370,TRANSFER,1822772.73,C1844415147,1822772.73,0.0,C1848964453,0.0,0.0,1,0
730,TRANSFER,2154005.71,C507292245,2154005.71,0.0,C2129452357,0.0,0.0,1,0
229,TRANSFER,38580.45,C715571167,38580.45,0.0,C650699445,0.0,0.0,1,0
261,TRANSFER,1954854.24,C998015371,1954854.24,0.0,C1009679725,0.0,0.0,1,0
425,CASH_OUT,0.0,C69493310,0.0,0.0,C719711728,2921531.34,2921531.34,1,0
735,CASH_OUT,243459.96,C1148037845,243459.96,0.0,C387251817,9459523.04,9702983.01,1,0
95,TRANSFER,655676.97,C428343058,655676.97,0.0,C1518840126,0.0,0.0,1,0
281,CASH_OUT,2554662.97,C606408866,2554662.97,0.0,C1601170327,2399641.18,4954304.15,1,0
528,CASH_OUT,11070.29,C1036084713,11070.29,0.0,C1070700458,341891.92,352962.21,1,0
373,CASH_OUT,530354.58,C1119661582,530354.58,0.0,C1171953426,4728783.51,5259138.09,1,0
254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
282,CASH_OUT,1709224.02,C1858035274,1709224.02,0.0,C915489737,58103.22,1767327.24,1,0
473,CASH_OUT,417620.07,C281624402,417620.07,0.0,C197249105,0.0,417620.07,1,0
646,TRANSFER,1.0E7,C382584608,1.646891664E7,6468916.64,C1129582294,0.0,0.0,1,0
394,CASH_OUT,147957.23,C1156678910,147957.23,0.0,C1718510079,105718.75,253675.98,1,0
252,TRANSFER,76200.04,C376760344,76200.04,0.0,C1713255424,0.0,0.0,1,0
288,TRANSFER,722832.95,C385531487,722832.95,0.0,C674306325,0.0,0.0,1,0
611,TRANSFER,1418168.85,C1778688025,1418168.85,0.0,C343288009,0.0,0.0,1,0
664,CASH_OUT,639991.03,C1750763630,639991.03,0.0,C2000520198,0.0,639991.03,1,0
383,TRANSFER,4104942.7,C827588953,4104942.7,0.0,C878693982,0.0,0.0,1,0
74,TRANSFER,455074.13,C178620637,455074.13,0.0,C479353061,0.0,0.0,1,0
131,CASH_OUT,2540410.33,C1229867171,2540410.33,0.0,C985114937,0.0,2301330.2,1,0
482,TRANSFER,37831.15,C1162461767,37831.15,0.0,C1883074444,0.0,0.0,1,0
363,CASH_OUT,216534.86,C1922686366,216534.86,0.0,C938949509,1.006834473E7,1.028487959E7,1,0
712,CASH_OUT,16514.64,C776636792,16514.64,0.0,C1609425156,0.0,16514.64,1,0
697,CASH_OUT,1272493.9,C1343376648,1272493.9,0.0,C1882250121,2396715.75,3669209.65,1,0
317,TRANSFER,487276.8,C1002859898,487276.8,0.0,C647242478,0.0,0.0,1,0
12,CASH_OUT,3964129.99,C1098250442,3964129.99,0.0,C1140712423,1912955.54,5811064.07,1,0
576,CASH_OUT,884821.37,C1865310403,884821.37,0.0,C1762365059,1628388.92,2513210.29,1,0
53,TRANSFER,931684.75,C101455775,931684.75,0.0,C1834538811,0.0,0.0,1,0
550,TRANSFER,85303.24,C652160524,85303.24,0.0,C305321296,0.0,0.0,1,0
71,CASH_OUT,14385.54,C1772396080,14385.54,0.0,C257338994,28309.09,42694.63,1,0
523,TRANSFER,25819.42,C1090051893,25819.42,0.0,C1403321467,0.0,0.0,1,0
285,CASH_OUT,1421665.98,C467140343,1421665.98,0.0,C1583441435,0.0,1421665.98,1,0
10,TRANSFER,2662734.59,C1182702586,2662734.59,0.0,C2143409210,0.0,0.0,1,0
186,TRANSFER,327282.92,C2013471968,327282.92,0.0,C1637615155,0.0,0.0,1,0
60,TRANSFER,1026208.84,C1813387968,1026208.84,0.0,C106857650,0.0,0.0,1,0
